title,imdb_id,title_id,netflix_show_id,content_type,is_movie,primary_genre,genres_combined,release_year,decade,content_age,is_recent,date_added,has_date_added,description,description_word_count,title_length,director,has_director_info,cast,has_cast_info,character_names,credits_count,runtime_minutes,runtime_category,age_rating,imdb_score,has_imdb_score,tmdb_score,has_tmdb_score,user_rating,vote_average,combined_score,popularity,popularity_tier,vote_count,imdb_votes,country,language_code,is_netflix_original,is_duplicate_title,is_latest_version,has_runtime,has_language_code,is_date_missing
1st Summoning,,,s5996,Movie,True,Horror,"Horror, Independent",2018,2010,8,False,2019-07-26,True,"Student filmmakers uncover occult rituals tied to an abandoned warehouse, then gradually realize the horror is closer than they think.",20,13.0,Raymond Wood,True,"Hayley Lovitt, Teddy Cole, Brook Todd, Ace Harney, Jason Macdonald",True,Unknown,0,94.0,Long,TV-MA,,False,,False,,,,,Very Low,0,0,United States,,False,False,True,True,False,False
2 Alone in Paris,,,s189,Movie,True,Comedy,"Comedy, International",2008,2000,18,False,2021-08-28,True,"A bumbling Paris policeman is doggedly determined to capture the master thief that repeatedly eludes him, even when they're the last two men on Earth.",25,16.0,"Ramzy Bedia, Éric Judor",True,"Ramzy Bedia, Éric Judor, Benoît Magimel, Kristin Scott Thomas, Élodie Bouchez, Édouard Baer, Fred Testot, Omar Sy",True,Unknown,0,97.0,Long,TV-MA,,False,,False,,,,,Very Low,0,0,France,,False,False,True,True,False,False
2 Hearts,tt5616176,tm914535,s775,Movie,True,Drama,"Drama, Romance",2020,2020,6,False,2021-06-02,True,"When illness strikes two people who are polar opposites, life and death bring them together in surprising ways.",18,8.0,Lance Hool,True,"Jacob Elordi, Adan Canto, Tiera Skovbye, Radha Mitchell, Kari Matchett, Tahmoh Penikett, Steve Bacic, Jordan Burtchett, Neil Webb, Anthony Konechny",True,"Chris, Jorge, Sam, Leslie, Grace, Eric, Jose Bolivar, Colin, Surfer Dude, John",17,100.0,Long,PG-13,6.2,True,7.7,True,7.4,7.4,7.18,16.578,Medium,582,3801,US,en,False,False,True,True,True,False
2 States,tt2372678,tm143363,s4713,Movie,True,Drama,"Drama, Comedy, Romance",2014,2010,12,False,2018-08-04,True,"A man and a woman come from two very different cultural backgrounds, and decide that they won't get married until they convince their parents. As feared, differences between the families pose a hurdle.",33,8.0,Abhishek Varman,True,"Alia Bhatt, Arjun Kapoor, Amrita Singh, Revathi, Ronit Roy, Shivkumar Subramaniam, Aru Krishansh Verma, Amit Bhargav, Achint Kaur, Bikramjeet Kanwarpal",True,"Ananya Swaminathan, Krish Malhotra, Kavita Malhotra, Radha Swaminathan, Vikram Malhotra, Shiv Swaminathan, Duke, Harish, Shipra Mehra, Rajji Mama",12,149.0,Very Long,PG,6.9,True,6.6,True,6.5,6.5,6.62,9.483,Low,146,25656,IN,hi,False,False,True,True,True,False
2 Weeks in Lagos,tt10241024,tm677904,,Movie,True,Romance,"Romance, Drama, Comedy",2019,2010,7,False,,False,"2 Weeks in Lagos is a turbulent and thrilling journey into the lives of Ejikeme and Lola. Their lives collide when Ejikeme, an investment banker, comes home from the United States with Lola's brother Charlie to invest in Nigerian businesses. 2 Weeks in Lagos captures the excitement, vibrancy, and complexity of everyday life in Lagos, a dynamic city where anything is possible in 2 weeks.",65,16.0,Kathryn Fasegha,True,"Beverly Naya, Mawuli Gavor, Okey Uzoeshi, Efe Irele, Deyemi Okanlawon, Shaffy Bello-Akinrimisi, Jide Kosoko",True,"Unknown, Unknown, Unknown, Unknown, Unknown, Unknown, Unknown",8,107.0,Long,Not Rated,6.5,True,,False,,,6.5,1.223,Low,0,36,NG,,False,True,False,True,False,True
2 Weeks in Lagos,,,s439,Movie,True,Drama,"Drama, International, Romance",2020,2020,6,False,2021-07-16,True,A businessman returns home to Nigeria and falls in love with a friend's sister despite his family’s plan for him to marry a politician’s daughter.,25,16.0,Kathryn Fasegha,True,"Beverly Naya, Mawuli Gavor, Ajoke Silva, Jide Kosoko, Toyin Abraham, Okey Uzoeshi, Deyemi Okanlawon, Shaffy Bello, Tina Mba, Efe Irele",True,Unknown,0,107.0,Long,TV-PG,,False,,False,,,,,Very Low,0,0,,,False,True,True,True,False,False
20 Feet From Stardom,,,s5997,Movie,True,Documentary,"Documentary, Music",2013,2010,13,False,2018-09-22,True,"Winner of the 2014 Academy Award for Best Documentary Feature, this film takes a look at the world of backup vocalists and the legends they support.",26,20.0,Morgan Neville,True,"Darlene Love, Merry Clayton, Lisa Fischer, Táta Vega, Claudia Lennear, Judith Hill, Bruce Springsteen, Mick Jagger, Stevie Wonder, Sting, Bette Midler, Cissy Houston, Sheryl Crow, Tata Vega",True,Unknown,0,91.0,Long,PG-13,,False,,False,7.2,7.2,7.2,8.354,Low,238,0,United States,en,False,False,True,True,True,False
20 Minutes,tt2544148,ts16117,s5325,TV Show,False,Action,"Action, Drama, Romance",2013,2010,13,False,2017-08-15,True,An innocent pastrycook Melek gets accused of injuring an important politician's son. Her loving husband Ali wants to help his wife to escape from prison.,25,10.0,Ali Bilgin,True,"İlker Aksum, Tuba Büyüküstün, Firat Celik, İpek Bilgin, Metin Çekmez, Miray Akay, Ushan Çakır, Bülent Emin Yarar, Müjde Uzman, Özgür Ege Nalcı",True,"Ali Halaskar, Melek Halaskar, Ozan Çevikoğlu, Süreyya Gürok, Necmettin Solmaz, Duru Halaskar, Özgür, Kedi (Mesut Bilaloglu), Kuzgun (Umut Bilaloglu), Yagiz Halaskar",13,46.0,Series,TV-MA,7.1,True,8.0,True,,,7.55,2.294,Low,0,1730,TR,,False,False,True,True,False,False
2012,,,s1114,Movie,True,Action,"Action, Sci-Fi",2009,2000,17,False,2021-04-01,True,"When a flood of natural disasters begins to destroy the world, a divorced dad desperately tries to save his family by outrunning the cataclysmic chaos.",25,4.0,Roland Emmerich,True,"John Cusack, Amanda Peet, Chiwetel Ejiofor, Thandie Newton, Oliver Platt, Tom McCarthy, Woody Harrelson, Danny Glover, Liam James, Morgan Lily",True,Unknown,0,158.0,Very Long,PG-13,,False,,False,,,,,Very Low,0,0,United States,,False,False,True,True,False,False
2015 Dream Concert,,,s5998,Movie,True,International,"International, Music",2015,2010,11,False,2017-04-28,True,"The world's biggest K-pop festival marked its 21st year in 2015, with groups such as EXO, 4Minute and SHINee electrifying the Seoul World Cup Stadium.",25,18.0,,False,"4Minute, B1A4, BtoB, ELSIE, EXID, EXO, Got7, INFINITE, KARA, Shinee, Sistar, VIXX, Nine Muses, BTS, Secret, Topp Dogg",True,Unknown,0,107.0,Long,TV-PG,,False,,False,,,,,Very Low,0,0,South Korea,,False,False,True,True,False,False
2020,tt13377006,ts285724,,TV Show,False,Drama,"Drama, Crime, Thriller",2021,2020,5,True,,False,"Seeking revenge, a woman goes to the village where her brother was killed, but her ride becomes bumpy when she finds herself falling in love.",25,4.0,Philippe Asmar,True,"Rami Ayash, Nadine Nassib Njeim, Hussein Mokadem, Carmen Lebbos, Kosai Khauli",True,"Unknown, Unknown, Unknown, Unknown, Unknown",6,45.0,Series,TV-14,7.9,True,9.5,True,,,8.7,1.63,Low,0,371,LB,,False,False,True,True,False,True
2036 Origin Unknown,,,s5999,Movie,True,Sci-Fi,"Sci-Fi, Thriller, Mystery",2018,2010,8,False,2018-12-20,True,"Working with an artificial intelligence to investigate the failure of a deadly Mars landing, a mission controller makes an astonishing discovery.",21,19.0,Hasraf Dulull,True,"Katee Sackhoff, Ray Fearon, Julie Cox, Steven Cree, David Tse, Joe David Walters",True,Unknown,0,95.0,Long,TV-14,,False,,False,4.685,4.685,4.68,14.577,Medium,254,0,United Kingdom,en,False,False,True,True,True,False
20th Century Women,,,s6000,Movie,True,Drama,Drama,2016,2010,10,False,2019-06-28,True,"In 1979, single bohemian mom Dorothea, hoping to help her teen son find his place as a man, asks two young women to share their lives with him.",28,18.0,Mike Mills,True,"Annette Bening, Elle Fanning, Greta Gerwig, Lucas Jade Zumann, Billy Crudup",True,Unknown,0,119.0,Long,R,,False,,False,7.3,7.3,7.3,12.949,Medium,1143,0,United States,en,False,False,True,True,True,False
21,tt0478087,tm40009,s5960,Movie,True,Crime,"Crime, Drama, History, Thriller",2008,2000,18,False,2020-01-01,True,"Ben Campbell is a young, highly intelligent, student at M.I.T. in Boston who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine with the desire to become a doctor, Ben learns that he cannot afford the $300,000 for the four to five years of schooling as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor Micky Rosa into a small but secretive club of five. Students Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa of the skill of card counting at blackjack.",99,2.0,Robert Luketic,True,"Jim Sturgess, Kevin Spacey, Kate Bosworth, Aaron Yoo, Liza Lapira, Jacob Pitts, Laurence Fishburne, Jack McGee, Josh Gad, Sam Golzari",True,"Ben Campbell, Micky Rosa, Jill Taylor, Choi, Kianna, Fisher, Cole Williams, Terry, Miles, Cam",41,123.0,Very Long,PG-13,6.8,True,6.7,True,,,6.75,27.013,Medium,0,249016,US,,False,False,True,True,False,False
21 & Over,,,s6001,Movie,True,Comedy,Comedy,2013,2010,13,False,2019-04-16,True,Jeff's straight-and-narrow life changes abruptly when his buddies take him out for a birthday bash – the night before a crucial med school interview.,24,9.0,"Jon Lucas, Scott Moore",True,"Miles Teller, Skylar Astin, Justin Chon, Sarah Wright, Jonathan Keltz, François Chau, Russell Hodgkinson, Daniel Booko, Russell Mercado, Josie Loren, Dustin Ybarra",True,Unknown,0,93.0,Long,R,,False,,False,5.8,5.8,5.8,16.539,Medium,1532,0,United States,en,False,False,True,True,True,False
21 Again,,,s2306,TV Show,False,International,"International, Reality",2019,2010,7,False,2020-07-01,True,"In a social experiment, a group of daughters sends their mothers, disguised as 21-year-olds, into the world to experience life as a member of Gen Z.",26,8.0,,False,Laura Morgan,True,Unknown,0,,Unknown,TV-MA,,False,,False,,,,,Very Low,0,0,United Kingdom,,False,False,True,True,False,False
21 Bridges,tt8688634,tm431321,,Movie,True,Action,"Action, Drama, Crime, Thriller",2019,2010,7,False,,False,"An embattled NYPD detective, is thrust into a citywide manhunt for a pair of cop killers after uncovering a massive and unexpected conspiracy. As the night unfolds, lines become blurred on who he is pursuing, and who is in pursuit of him.",42,10.0,Brian Kirk,True,"Chadwick Boseman, Sienna Miller, J.K. Simmons, Stephan James, Taylor Kitsch, Keith David, Alexander Siddig, Louis Cancelmi, Victoria Cartagena, Gary Carr",True,"Andre Davis, Frankie Burns, Captain Matt McKenna, Michael Trujillo, Ray Jackson, Deputy Chief Spencer, Adi, Bush, Yolanda, Hawk",60,99.0,Long,R,6.6,True,6.7,True,6.8,6.8,6.72,29.285,Medium,1983,65845,US,en,False,False,True,True,True,True
21 Sarfarosh: Saragarhi 1897,,,s6002,TV Show,False,International,"International, Drama",2018,2010,8,False,2018-12-01,True,"In one of history's greatest last stands, a battalion of 21 Sikh soldiers fights to defend their outpost from attack by over 10,000 Afghans.",24,28.0,,False,"Luke Kenny, Mohit Raina, Mukul Dev",True,Unknown,0,,Unknown,TV-14,,False,,False,,,,,Very Low,0,0,India,,False,False,True,True,False,False
21 Thunder,,,s5005,TV Show,False,Crime,"Crime, International, Drama",2017,2010,9,False,2018-03-01,True,"Players and coaches for a Montreal soccer team chase dreams of stardom while their personal lives erupt with love, fear, passion and violence.",23,10.0,,False,"Stephanie Bennett, Emmanuel Kabongo, RJ Fetherstonhaugh, Andres Joseph, Kevin Claydon, Conrad Pla, Clark Backo, Ryan Pierce, Eileen Li, Susan Bain, Cristina Rosato, Jonathan Kim, Colm Feore",True,Unknown,0,,Unknown,TV-MA,,False,,False,,,,,Very Low,0,0,Canada,,False,False,True,True,False,False
22 July,tt7280898,tm348993,s4523,Movie,True,Thriller,"Thriller, Crime, Drama, History, European",2018,2010,8,False,2018-10-10,True,"In Norway on 22 July 2011, neo-Nazi terrorist Anders Behring Breivik murdered 77 young people attending a Labour Party Youth Camp on Utöya Island outside of Oslo. This three-part story will focus on the survivors of the attacks, the political leadership of Norway, and the lawyers involved.",47,7.0,Paul Greengrass,True,"Jonas Strand Gravli, Anders Danielsen Lie, Jon Øigarden, Seda Witt, Ola G. Furuseth, Maria Bock, Isak Bakli Aglen, Thorbjørn Harr, Marit Andreassen, Øystein Martinsen",True,"Viljar Hanssen, Anders Behring Breivik, Geir Lippestad, Lara Rashid, Jens Stoltenberg, Christin Kristoffersen, Torje Hanssen, Sveinn Are Hanssen, Prime Minister Aide, Prime Minister Aide",47,143.0,Very Long,R,6.8,True,7.2,True,7.1,7.1,7.05,33.575,Medium,1192,33609,"US, IS, NO",en,True,False,True,True,True,False
"2,215",,,s4052,Movie,True,Documentary,"Documentary, International, Sports",2018,2010,8,False,2019-03-01,True,"This intimate documentary follows rock star Artiwara Kongmalai on his historic, 2,215-kilometer charity run across Thailand in 2017.",18,5.0,Nottapon Boonprakob,True,Artiwara Kongmalai,True,Unknown,0,89.0,Standard,TV-MA,,False,,False,,,,,Very Low,0,0,Thailand,,False,False,True,True,False,False
22-Jul,,,s5966,Movie,True,Drama,"Drama, Thriller",2018,2010,8,False,2018-10-10,True,"After devastating terror attacks in Norway, a young survivor, grieving families and the country rally for justice and healing. Based on a true story.",24,6.0,Paul Greengrass,True,"Anders Danielsen Lie, Jon Øigarden, Jonas Strand Gravli, Ola G. Furuseth, Maria Bock, Thorbjørn Harr, Jaden Smith",True,Unknown,0,144.0,Very Long,R,,False,,False,,,,,Very Low,0,0,"Norway, Iceland, United States",,False,False,True,True,False,False
2307: Winter's Dream,,,s6003,Movie,True,Action,"Action, Independent, Sci-Fi",2016,2010,10,False,2018-03-01,True,"In the frozen tundra of a futuristic Arizona where humans have been forced underground, a soldier hunts the bioengineered leader of a rebellion.",23,20.0,Joey Curtis,True,"Paul Sidhu, Arielle Holmes, Branden Coles, Kelcey Watson, Anne-Solenne Hatte, Brad Potts, Timothy Lee DePriest, Fernando Argosino, Duchess Dukes, Harwood Gordon, Stormi Henley",True,Unknown,0,101.0,Long,TV-MA,,False,,False,,,,,Very Low,0,0,United States,,False,False,True,True,False,False
23:59,,,s4278,Movie,True,Horror,Horror,2011,2010,15,False,2018-12-20,True,"When an army recruit is found dead, his fellow soldiers are forced to confront a terrifying secret that's haunting their jungle island training camp.",24,5.0,Gilbert Chan,True,"Tedd Chan, Stella Chung, Henley Hii, Lawrence Koh, Tommy Kuan, Josh Lai, Mark Lee, Susan Leong, Benjamin Lim",True,Unknown,0,78.0,Standard,R,,False,,False,4.8,4.8,4.8,4.523,Low,45,0,Singapore,zh,False,False,True,True,True,False
24 Hours to Live,,,s6004,Movie,True,Action,"Action, Sci-Fi, Thriller, Mystery",2017,2010,9,False,2018-04-07,True,"Revived by an experimental procedure, a hit man gets to live an extra 24 hours – which he uses to avenge his dead wife and child and redeem himself.",29,16.0,Brian Smrz,True,"Ethan Hawke, Xu Qing, Paul Anderson, Rutger Hauer, Tyrone Keogh, Nathalie Boltt, Liam Cunningham",True,Unknown,0,93.0,Long,R,,False,,False,5.9,5.9,5.9,14.863,Medium,656,0,"South Africa, China, United States",en,False,False,True,True,True,False
25 Kille,,,s4557,Movie,True,Action,"Action, Drama, International",2016,2010,10,False,2018-10-01,True,"Four brothers learn that they have inherited ancestral land, but must fight to claim it when a greedy feudal lord threatens to take it over.",25,8.0,Simranjit Singh Hundal,True,"Guggu Gill, Yograj Singh, Sonia Mann, Jimmy Sharma, Sapna Bassi, Lakha Lakhwinder Singh, Sandeep Kaur Sandy, Sardar Sohi",True,Unknown,0,140.0,Very Long,TV-14,,False,,False,,,,,Very Low,0,0,India,,False,False,True,True,False,False
26 Years,tt2551894,tm31948,s5236,Movie,True,Drama,"Drama, Thriller, Crime",2012,2010,14,False,2017-10-01,True,"26 years ago, state troops were ordered to open fire on civilians in the city of Gwangju who were demonstrating as apart of a democratic movement. Thousands of civilians were killed. Now, a shooter from the national team, a gang member, a policeman, CEO from a large company and director of a private security outfit get involved in a plan to convict the person responsible for the massacre.",68,8.0,Cho Keun-hyun,True,"Jin Goo, Han Hye-jin, Im Seul-ong, Bae Soo-bin, Lee Kyung-young, Jang Gwang, Lee Mi-do, Jo Deok-jae, Kim Eui-sung, Kim Do-yoon",True,"Gwak Jin-bae, Shim Mi-jin, Gwon Jeong-hyeok, Kim Ju-an, Kim Gap-se, The man, Jin-bae's mother, Ma Sang-yeol, Mr. Choi, Police",18,135.0,Very Long,TV-MA,6.3,True,7.0,True,6.8,6.8,6.72,8.673,Low,66,1217,KR,ko,False,False,True,True,True,False
"27, el club de los malditos",,,s6005,Movie,True,Action,"Action, Comedy, International",2018,2010,8,False,2018-05-01,True,"After a musician dies under suspicious circumstances, a hard-drinking detective and a music fan investigate why rock stars often die at the age of 27.",25,27.0,Nicanor Loreti,True,"Diego Capusotto, Sofía Gala, Daniel Aráoz, Willy Toledo, El Polaco, Paula Manzone, Yayo Guridi, Guillermo Toledo",True,Unknown,0,82.0,Standard,TV-MA,,False,,False,,,,,Very Low,0,0,Argentina,,False,False,True,True,False,False
27: Gone Too Soon,,,s6006,Movie,True,Documentary,Documentary,2017,2010,9,False,2018-05-01,True,"Explore the circumstances surrounding the tragic deaths at 27 of Jimi Hendrix, Jim Morrison, Brian Jones, Janis Joplin, Kurt Cobain and Amy Winehouse.",23,17.0,Simon Napier-Bell,True,"Janis Joplin, Jimi Hendrix, Amy Winehouse, Jim Morrison, Kurt Cobain",True,Unknown,0,70.0,Standard,TV-MA,,False,,False,,,,,Very Low,0,0,United Kingdom,,False,False,True,True,False,False
27 Steps of May,tt9695156,tm435327,,Movie,True,Drama,Drama,2019,2010,7,False,,False,"Eight years ago, 14 year old May was raped by a group of men. May’s father is devastated, blaming himself for not being able to keep his daughter safe. Traumatized significantly by this incident, May withdraws completely from life.",39,15.0,Ravi L. Bharwani,True,"Raihaanun, Lukman Sardi, Ario Bayu, Verdi Solaiman, Henky Solaiman, Otig Pakis, Norman R. Akyuwen, Sapto Soetardjo, Joko Anwar, Jonathan Ozoh",True,"May, The Father, The Magician, Kurir, Underground Boxing Manager, Boxing Coach, Boxing Manager, Dukun, Opponent's Boxer Manager, Underground Boxing Referee",20,112.0,Long,Not Rated,8.0,True,8.6,True,,,8.3,1.857,Low,0,492,ID,,False,False,True,True,False,True
